Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere
0130409Z;Ecole élémentaire Jean Jaurès;ECOLE ELEMENTAIRE  PUBLIQUE;JEAN JAURES;Public;Place Jean Jaurès;;;13220;CHATEAUNEUF LES MARTIGUES;Châteauneuf-les-Martigues;875609.9;6256080.4;EPSG:2154;43.382171326842396;5.166269778999916;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13026;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3821713268,5.166269779;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130410A;Ecole élémentaire René Perrin;ECOLE ELEMENTAIRE  PUBLIQUE;RENE PERRIN;Public;Avenue Emile Cotte;LA MEDE;;13220;CHATEAUNEUF LES MARTIGUES;Châteauneuf-les-Martigues;871613.0;6257502.0;EPSG:2154;43.39593094792811;5.117459295668622;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13026;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3959309479,5.11745929567;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130411B;Ecole primaire Roger Salengro;ECOLE PRIMAIRE PUBLIQUE;ROGER SALENGRO;Public;5 rue de Patafloux;;;13220;CHATEAUNEUF LES MARTIGUES;Châteauneuf-les-Martigues;875176.6;6256384.0;EPSG:2154;43.38500835653305;5.161029865084251;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13026;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3850083565,5.16102986508;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130414E;Ecole primaire La Crau;ECOLE PRIMAIRE PUBLIQUE;CRAU (LA);Public;3180 route de la Crau;;;13160;CHATEAURENARD;Châteaurenard;847571.9;6309450.1;EPSG:2154;43.86861897865668;4.8358405894957395;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13027;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8686189787,4.8358405895;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130419K;Ecole élémentaire Abeille;ECOLE ELEMENTAIRE PUBLIQUE;ABEILLE;Public;Hameau de l'Abeille;;;13600;LA CIOTAT;La Ciotat;912882.7;6236394.1;EPSG:2154;43.19500685260222;5.617699689869888;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13028;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.1950068526,5.61769968987;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130423P;Ecole élémentaire Saint Jean;ECOLE ELEMENTAIRE  PUBLIQUE;SAINT JEAN;Public;Hameau de Saint Jean;;;13600;LA CIOTAT;La Ciotat;913959.6;6235754.2;EPSG:2154;43.18893233958138;5.630669909888976;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13028;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.1889323396,5.63066990989;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130433A;Ecole primaire Igor Mitoraj;ECOLE PRIMAIRE PUBLIQUE;IGOR MITORAJ;Public;;LEBOURG;;13250;CORNILLON CONFOUX;Cornillon-Confoux;867402.0;6275994.0;EPSG:2154;43.56324736064822;5.071509969126456;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13029;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5632473606,5.07150996913;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130461F;Ecole primaire La Barque;ECOLE PRIMAIRE PUBLIQUE;BARQUE (LA);Public;Hameau de la Barque;;;13710;FUVEAU;Fuveau;905386.6;6267707.6;EPSG:2154;43.47875127732072;5.537960258489168;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13040;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4787512773,5.53796025849;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130464J;Ecole élémentaire Jacques Prévert;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES PREVERT;Public;Avenue de Toulon;;;13120;GARDANNE;Gardanne;900099.9;6264742.9;EPSG:2154;43.45360041124414;5.471529503313991;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13041;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4536004112,5.47152950331;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130489L;Ecole maternelle Jules Ferry;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;Public;Chemin des Barigoules Qua Prepao;;;13800;ISTRES;Istres;860518.1;6268266.8;EPSG:2154;43.49533748166406;4.983960077610184;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13047;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4953374817,4.98396007761;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130496U;Ecole élémentaire Jacques Prévert;ECOLE ELEMENTAIRE  PUBLIQUE;JACQUES PREVERT;Public;2 impasse Jacques Prévert;;;13410;LAMBESC;Lambesc;882841.4;6286318.9;EPSG:2154;43.65229745999166;5.266129666611553;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13050;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.65229746,5.26612966661;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130512L;Ecole maternelle Hélène Boucher;ECOLE MATERNELLE PUBLIQUE;HELENE BOUCHER;Public;10  RUE HENRI BARRELET;;;13700;MARIGNANE;Marignane;879295.3;6260192.1;EPSG:2154;43.41822808738914;5.2131294034664455;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4182280874,5.21312940347;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130513M;Ecole maternelle Jean Moulin;ECOLE MATERNELLE PUBLIQUE;JEAN MOULIN;Public;Avenue Rolland Garros Parc Camoin;;;13700;MARIGNANE;Marignane;879943.9;6260045.2;EPSG:2154;43.416743211398625;5.221080184698762;Moyenne;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4167432114,5.2210801847;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130515P;Ecole primaire Accates La Valentine;ECOLE PRIMAIRE PUBLIQUE;ACCATES LA VALENTINE;Public;Chemin Les Accates la Valentine;;;13011;MARSEILLE;Marseille 11e  Arrondissement;901972.0;6247596.0;EPSG:2154;43.29889098684072;5.487966536906708;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2988909868,5.48796653691;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130527C;Ecole élémentaire Bernard Cadenat;ECOLE ELEMENTAIRE PUBLIQUE;BERNARD CADENAT;Public;3 place Bernard Cadenat;;;13003;MARSEILLE;Marseille  3e  Arrondissement;893690.5;6248845.6;EPSG:2154;43.31242572149961;5.386480433145315;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13203;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3124257215,5.38648043315;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130532H;Ecole élémentaire Bonneveine 1;ECOLE ELEMENTAIRE  PUBLIQUE;BONNEVEINE 1;Public;52 boulevard du Sablier;;;13008;MARSEILLE;Marseille  8e  Arrondissement;893540.2;6242090.0;EPSG:2154;43.251723995116784;5.3821194035254765;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2517239951,5.38211940353;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130534K;Ecole élémentaire La Busserine;ECOLE ELEMENTAIRE  PUBLIQUE;BUSSERINE (LA);Public;Boulevard CHARLES MATTEI;;;13014;MARSEILLE;Marseille 14e  Arrondissement;894335.0;6250955.0;EPSG:2154;43.33121727368335;5.395204651859188;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13214;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3312172737,5.39520465186;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130543V;Ecole élémentaire Capelette Laugier;ECOLE ELEMENTAIRE  PUBLIQUE;CAPELETTE LAUGIER;Public;2 rue Laugier;;;13010;MARSEILLE;Marseille 10e  Arrondissement;895411.2;6245493.4;EPSG:2154;43.28181471923248;5.4064099520561255;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13210;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2818147192,5.40640995206;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130545X;Ecole élémentaire Calanques de Sormiou;ECOLE ELEMENTAIRE  PUBLIQUE;CALANQUES DE SORMIOU;Public;139 chemin de Sormiou;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895191.4;6239658.5;EPSG:2154;43.22941225837725;5.401520208978345;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2294122584,5.40152020898;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130549B;Ecole élémentaire Château Gombert;ECOLE ELEMENTAIRE  PUBLIQUE;CHATEAU GOMBERT;Public;38 boulevard Durbec;;;13013;MARSEILLE;Marseille 13e  Arrondissement;897747.0;6253197.0;EPSG:2154;43.350437490451604;5.438084458800703;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3504374905,5.4380844588;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130555H;Ecole élémentaire Convalescents;ECOLE ELEMENTAIRE PUBLIQUE;CONVALESCENTS;Public;13 rue Convalescents;;;13001;MARSEILLE;Marseille  1er Arrondissement;893162.9;6247463.0;EPSG:2154;43.30013713128665;5.379470575153454;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13201;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3001371313,5.37947057515;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130558L;Ecole élémentaire Jean Fiolle;ECOLE ELEMENTAIRE  PUBLIQUE;JEAN FIOLLE;Public;75 rue Jean Fiolle;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893177.0;6245648.0;EPSG:2154;43.283813695512116;5.378970764920686;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2838136955,5.37897076492;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130561P;Ecole élémentaire Estaque Gare;ECOLE ELEMENTAIRE  PUBLIQUE;ESTAQUE GARE;Public;33 boulevard Fenouil;;;13016;MARSEILLE;Marseille 16e  Arrondissement;888174.0;6254120.6;EPSG:2154;43.36133699515556;5.320460154237266;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13216;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3613369952,5.32046015424;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130563S;Ecole élémentaire  Etienne Milan;ECOLE ELEMENTAIRE  PUBLIQUE;ETIENNE MILAN;Public;4 rue Etienne Milan;;;13008;MARSEILLE;Marseille  8e  Arrondissement;893929.7;6243648.8;EPSG:2154;43.265633784717224;5.387490429834887;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2656337847,5.38749042983;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130568X;Ecole élémentaire Fraissinet;ECOLE ELEMENTAIRE  PUBLIQUE;FRAISSINET;Public;208 rue Saint Pierre;;;13005;MARSEILLE;Marseille  5e  Arrondissement;894808.2;6246674.3;EPSG:2154;43.292597716300605;5.399430587983242;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13205;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2925977163,5.39943058798;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130572B;Ecole élémentaire Grotte Rolland;ECOLE ELEMENTAIRE  PUBLIQUE;GROTTE ROLLAND;Public;24 boulevard des Salyens;;;13008;MARSEILLE;Marseille  8e  Arrondissement;892266.1;6240224.8;EPSG:2154;43.235298119215926;5.365759419146036;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2352981192,5.36575941915;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0130574D;Ecole élémentaire Hozier;ECOLE ELEMENTAIRE  PUBLIQUE;HOZIER;Public;2 rue d'Hozier;;;13002;MARSEILLE;Marseille  2e  Arrondissement;892397.6;6247871.3;EPSG:2154;43.30401542540932;5.370199853884225;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13202;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3040154254,5.37019985388;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
